[*] Start mutation process:
   - targets: mutatest
   - tests: ./mutatest/tests_50
[*] 95 tests passed:
   - tests_50.all_op_types [1.77136 s]
   - tests_50.conftest [0.30002 s]
   - tests_50.test_api [1.62358 s]
   - tests_50.test_cache [1.68239 s]
   - tests_50.test_cli [2.52973 s]
   - tests_50.test_transformers [1.61822 s]
[*] Start mutants generation and execution:
   - [# 432] CRP mutatest.cli: [3.71137 s] survived
   - [# 433] CRP mutatest.cli: [3.76486 s] survived
   - [# 434] CRP mutatest.cli: [3.65069 s] survived
   - [# 435] CRP mutatest.cli: [2.44613 s] survived
   - [# 436] CRP mutatest.cli: [3.61888 s] survived
   - [# 437] CRP mutatest.cli: [3.62728 s] survived
   - [# 438] CRP mutatest.cli: [3.72757 s] survived
   - [# 439] CRP mutatest.cli: [3.69253 s] survived
   - [# 440] CRP mutatest.cli: [2.44614 s] survived
   - [# 441] CRP mutatest.cli: [3.57295 s] survived
   - [# 442] CRP mutatest.cli: [3.75797 s] survived
   - [# 443] CRP mutatest.cli: [3.67616 s] survived
   - [# 444] CRP mutatest.cli: [3.64475 s] survived
   - [# 445] CRP mutatest.cli: [2.56683 s] survived
   - [# 446] CRP mutatest.cli: [3.68867 s] survived
   - [# 447] CRP mutatest.cli: [3.62427 s] survived
   - [# 448] CRP mutatest.cli: [3.64216 s] survived
   - [# 449] CRP mutatest.cli: [3.58717 s] survived
   - [# 450] CRP mutatest.cli: [2.50149 s] survived
